sampleNumber,pitchMin,pitchMax,pitchAve,energy,duration,f0,f1,emotion
341,156.6057,243.4561,207.7926,0.004707,1.310625,1049.986,3501.102,Sad
342,137.8518,277.2347,208.4973,0.002241,1.153938,820.1798,2984.282,Sad
343,174.9341,268.7281,213.8362,0.001163,0.91175,2678.639,4094.521,Sad
344,194.1412,235.8948,222.0256,0.004924,1.253625,237.4192,2539.472,Sad
345,164.505,227.7152,198.1566,0.010487,1.025688,244.9051,2848.859,Sad
346,170.2868,248.8533,205.9954,0.002312,1.196688,768.0476,3293.801,Sad
347,75.36095,210.6641,179.105,0.001486,0.983,1078.313,3551.043,Sad
348,179.3216,209.3209,193.6937,0.002462,0.769313,860.8332,3296.39,Sad
349,141.4619,253.323,198.312,0.002907,1.215688,2710.162,N/A,Sad
350,128.6642,202.1429,183.1114,0.003327,1.795,645.7459,3086.078,Sad
351,139.3181,461.7524,184.8607,0.002262,1.966125,998.8209,3026.169,Sad
352,135.721,201.062,174.1169,0.001502,1.720375,2282.087,4891.657,Sad
353,78.18549,177.6693,153.3832,0.00049,1.556563,1653.25,3460.345,Sad
354,115.8364,172.3789,153.3968,0.000525,1.747688,679.4932,2567.747,Sad
355,121.7585,490.6977,198.596,0.000227,1.392688,2244.08,4491.996,Sad
356,119.7421,195.5369,157.0207,0.000331,1.556563,449.6591,2458.519,Sad
357,136.286,204.3057,169.5805,0.000433,1.228875,733.0601,1781.017,Sad
358,123.0447,144.2408,135.0763,0.000245,1.88425,1826.258,3938.165,Sad
359,120.3039,150.3449,136.2265,0.00067,1.556563,2399.874,4454.064,Sad
360,117.466,159.3984,131.1752,0.000139,1.228875,387.867,2463.69,Sad
361,117.8684,189.9009,164.7962,0.000624,1.5565,401.293,2425.299,Sad
362,140.1403,182.3756,164.3788,0.001549,1.556563,2312.532,3449.468,Sad
363,168.8682,208.6737,188.1277,0.000935,1.6385,1556.592,3912.27,Sad
364,167.3687,213.8649,193.5433,0.00099,2.293875,1850.802,3497.079,Sad
365,134.5234,195.7703,161.4429,0.001247,1.556563,1920.242,4019.585,Sad
366,131.3076,157.6883,146.3387,0.000719,0.337,N/A,N/A,Sad
367,143.9829,203.041,178.2112,0.002182,1.201563,549.3218,2211.256,Sad
368,159.6267,227.0532,193.6985,0.002487,1.065,783.2755,1928.234,Sad
369,179.729,251.5843,226.1386,0.002089,1.2015,279.5559,3328.885,Sad
370,125.0416,238.9194,193.201,0.001421,1.772188,2256.454,4201.651,Sad
371,109.0263,144.7304,123.9751,0.000535,1.31075,1114.212,1710.21,Sad
372,117.189,152.0319,139.4926,0.000369,1.5565,1841.003,4012.349,Sad
373,141.4397,174.5957,160.7079,0.001646,1.065,931.8726,2417.363,Sad
374,116.9691,219.251,146.7319,0.000338,1.036813,1150.297,3372.104,Sad
375,111.8251,216.7642,131.3454,0.000736,1.31075,659.5365,2610.873,Sad
376,103.9636,158.6243,142.224,0.002803,1.146938,783.7764,2436.777,Sad
377,76.54126,216.9913,149.6447,0.00185,1.474625,1011.054,3746.006,Sad
378,118.2072,153.4971,133.6235,0.000342,1.146938,897.2458,2339.534,Sad
379,127.0629,177.3315,161.8441,0.003443,1.720375,2996.168,4428.529,Sad
380,109.5649,157.6929,147.1413,0.001258,1.474625,126.7908,2429.457,Sad
381,104.6007,149.4889,129.6557,0.00145,1.474625,605.281,3886.798,Sad
382,112.9371,156.4711,134.1435,0.001983,1.228875,1023.09,4460.738,Sad
383,130.771,188.9652,169.4774,0.008531,1.228875,860.9287,1839.443,Sad
384,175.092,210.4571,199.472,0.012955,1.5565,922.4523,4173.702,Sad
385,152.2119,211.4109,179.8993,0.001258,1.720375,579.941,2351.852,Sad
386,122.3522,155.7483,146.7082,0.001398,1.065,119.3088,2682.887,Sad
387,102.4673,156.4757,136.1954,0.001,1.31075,1714.07,3510.094,Sad
388,100.7468,129.2246,118.3107,0.000565,2.048125,1173.48,3031.455,Sad
389,103.8198,146.1925,120.5897,0.000416,1.5565,1792.738,4570.514,Sad
390,98.9643,586.2609,199.0404,0.001124,1.474563,1821.042,4127.674,Sad
391,78.7786,146.5212,120.8857,0.000845,1.802313,2222.71,4378.05,Sad
392,119.0185,148.9993,127.8122,0.00072,1.720375,2268.829,4497.571,Sad
393,133.7733,174.7337,154.9483,0.000181,1.966188,2235.125,4629.227,Sad
394,104.1455,166.6143,129.042,0.000431,1.638438,1297.369,3332.022,Sad
395,113.9238,588.9407,239.3036,0.001829,2.048063,1638.195,4246.807,Sad
396,117.4081,559.7475,215.5068,0.003777,1.88425,1903.147,4200.959,Sad
397,103.5274,142.8004,119.4009,0.000254,2.048063,1707.675,3903.209,Sad
398,94.34365,599.6611,153.5954,0.000173,1.474625,1215.418,3613.897,Sad
399,105.9222,147.2968,125.1227,0.002148,1.556563,1085.085,1973.021,Sad
400,92.11767,128.7869,114.346,0.000699,1.966188,2289.593,4591.509,Sad
401,150.1204,199.5767,184.4105,0.00031,60,905.1781,3052.447,Sad
402,87.89146,510.5836,213.7652,0.00098,60,1362.564,3244.136,Sad
403,201.8465,301.9593,252.09,0.00053,60,1157.695,3120.125,Sad
404,110.5138,503.5604,230.3552,0.001497,60,744.2772,2744.246,Sad
405,116.9605,224.7074,198.8086,0.000172,60,2142.126,4440.874,Sad
406,148.3047,247.0529,207.6149,0.000238,60,1251.747,3095.216,Sad
407,111.7842,254.092,187.3162,0.000124,60,2064.897,4244.481,Sad
408,213.3346,250.8948,226.5355,0.000479,60,1690.695,3528.926,Sad
409,192.6584,244.2569,222.9436,0.000254,60,763.1218,2722.488,Sad
410,196.8466,267.0663,237.5514,0.0008,60,1091.093,3116.878,Sad
411,189.7901,243.1959,224.5762,0.000378,60,1461.634,3366.163,Sad
412,149.4277,216.9125,201.715,0.000389,60,1886.185,4175.832,Sad
413,187.8232,213.118,199.6521,0.00015,60,1446.772,3299.976,Sad
414,177.6272,254.4769,216.4712,0.001223,60,1027.331,2971.352,Sad
415,208.1627,252.6732,226.0879,0.000486,60,2033.596,4327.922,Sad
416,167.4241,233.1083,203.0756,0.000219,60,1972.799,4378.942,Sad
417,150.5002,231.8435,186.1169,0.000249,60,1928.973,N/A,Sad
418,194.4283,222.1798,207.6628,0.000396,2.705125,814.1328,2655.562,Sad
419,124.3164,226.6568,199.5815,0.000583,3.121313,1807.15,3668.939,Sad
420,178.8239,249.5752,205.7677,0.000526,2.497063,1741.222,3937.408,Sad
421,83.14915,222.4859,178.0167,0.000473,2.497063,849.7103,2963.915,Sad
422,187.8803,232.1702,205.3017,0.000256,2.080875,1953.02,3775.194,Sad
423,189.4943,214.4021,198.5447,0.000488,2.497,900.0549,2937.14,Sad
424,184.107,220.5163,197.3702,0.000578,2.497,1330.096,3275.65,Sad
425,77.96879,224.4786,195.5664,0.000345,2.289,274.8157,3205.854,Sad
426,172.539,222.0023,192.9733,0.000313,2.288938,1536.138,4034.027,Sad
427,113.2207,594.5017,238.364,0.000964,2.705125,615.3983,2490.32,Sad
428,197.465,244.3249,218.7004,0.000449,2.497063,1120.378,3155.194,Sad
429,78.49095,572.1671,226.5595,0.001308,2.913188,1972.895,3940.49,Sad
430,167.9233,236.0967,214.2731,0.001008,2.288938,614.7787,2693.755,Sad
431,199.5763,253.3778,216.4704,0.000957,2.497063,1009.173,3898.567,Sad
432,80.54341,220.842,199.8178,0.000631,2.91325,447.6367,2341.577,Sad
433,182.7536,539.2825,230.2577,0.000574,2.913188,890.5994,2759.271,Sad
434,117.2413,248.6607,212.1876,0.000878,2.497063,1020.762,3179.664,Sad
435,116.448,548.4319,250.2739,0.001918,2.080875,1243.425,3685.361,Sad
436,116.7205,230.8734,188.7541,0.000266,2.705125,1224.32,2841.933,Sad
437,199.8949,249.2064,227.439,0.000399,2.497063,990.9454,2805.455,Sad
438,183.7984,575.2104,215.3731,0.000357,2.080875,1617.966,2420.922,Sad
439,105.1232,285.1432,144.636,0.000197,2.705125,1000.482,2710.391,Sad
440,104.5731,299.7827,236.3557,0.000486,3.121313,1025.651,2117.064,Sad
441,187.6471,249.6858,212.5803,0.000457,3.121313,1577.425,3652.396,Sad
442,200.0522,254.5365,220.7095,0.000528,2.497063,1223.658,3455.689,Sad
443,115.8356,284.2026,248.4976,0.000317,3.121313,396.0825,2443.996,Sad
444,203.5046,251.1855,217.5131,0.00024,2.913188,2050.868,4371.958,Sad
445,180.0317,261.9847,209.4981,0.000549,2.289,625.989,2372.505,Sad
446,188.2816,585.7964,234.9144,0.000467,2.497063,1240.625,3262.671,Sad
447,187.5272,234.4183,207.433,0.000529,1.872813,1163.923,4107.173,Sad
448,191.8684,227.9222,205.3547,0.000568,2.497063,1229.549,4171.645,Sad
449,85.99394,225.2136,174.592,0.000527,2.219563,1130.998,1854.796,Sad
450,168.263,213.1952,190.8143,0.000294,2.288938,826.7989,2457.46,Sad
451,273.2077,314.8141,288.3986,0.019013,1.979688,911.7393,2515.171,Sad
452,286.8555,508.2379,330.8555,0.013635,2.28425,993.0473,1398.528,Sad
453,278.5328,575.0022,327.453,0.038938,2.284188,663.9853,2091.742,Sad
454,312.2088,431.5697,366.924,0.076183,2.131938,1400.167,3002.735,Sad
455,314.73,436.4898,373.504,0.04562,1.928875,1465.856,3195.695,Sad
456,328.2134,556.7658,415.6975,0.02308,2.28425,2001.89,4599.189,Sad
457,393.0888,524.9684,438.9866,0.056584,2.893375,2033.951,4361.432,Sad
458,336.6169,425.7572,367.4622,0.022382,2.4365,1462.968,4015.937,Sad
459,294.9813,410.7462,353.3792,0.020018,1.827375,3054.27,4220.263,Sad
460,327.3081,388.1149,351.3193,0.024743,2.208063,1415.441,3748.497,Sad
461,306.6556,591.5294,409.4947,0.097441,1.827375,793.3915,2517.288,Sad
462,265.7087,391.8319,313.7417,0.018739,2.030438,1945.1,4722.218,Sad
463,319.8923,385.1674,351.2274,0.03805,2.131938,1736.286,3813.965,Sad
464,303.3962,541.7635,360.8815,0.033823,1.9035,2770.598,4716.808,Sad
465,329.4179,437.625,368.9386,0.03572,1.903563,1567.902,3548.324,Sad
466,333.069,453.8685,376.1645,0.030977,2.512625,2023.268,4236.249,Sad
467,299.8922,404.4939,334.6286,0.005319,2.233438,2103.503,4227.354,Sad
468,355.1634,495.2392,389.2936,0.041049,2.4365,355.5714,3033.797,Sad
469,339.9181,411.1734,363.9828,0.005375,1.725875,597.7598,3020.841,Sad
470,369.8422,444.1294,402.2522,0.028158,1.9035,538.8983,2797.953,Sad
471,336.0434,405.8273,356.066,0.013302,2.208063,2235.057,4312.667,Sad
472,330.8001,395.14,352.2738,0.00351,2.055813,1223.144,3264.841,Sad
473,334.6951,414.9018,363.5247,0.006,1.9035,522.807,2513.926,Sad
474,348.3942,444.4021,381.1104,0.004265,2.208063,1524.418,4141.164,Sad
475,328.1147,423.781,352.3066,0.014699,1.9035,1394.298,3337.845,Sad
476,307.924,586.7454,348.9534,0.008403,1.77025,624.3874,3141.43,Sad
477,326.6699,418.7791,367.3385,0.005598,1.827375,952.2897,3160.979,Sad
478,321.0245,427.6325,372.1667,0.00163,2.055813,1546.238,3735.47,Sad
479,321.7298,429.4867,361.0849,0.009832,2.208063,1690.746,3230.955,Sad
480,312.8647,379.9806,352.7158,0.004973,1.9035,557.4278,3760.077,Sad
481,314.1996,404.5263,348.1708,0.005022,1.827375,1421.292,3603.702,Sad
482,311.5132,577.9223,371.0155,0.004577,2.05575,2732.374,4162.983,Sad
483,262.3964,500.9106,320.9721,0.005009,2.131938,578.8162,2064.53,Sad
484,330.5576,357.1998,341.6259,0.000948,2.131938,1537.141,4337.208,Sad
485,311.2449,352.5974,335.8536,0.004424,1.675063,421.7599,2755.148,Sad
486,288.3951,596.1297,339.7927,0.012669,2.005375,707.049,1649.595,Sad
487,310.202,393.8162,353.5164,0.01242,2.131938,1800.93,3651.662,Sad
488,289.5732,517.7435,370.4438,0.002312,2.284188,2437.69,4714.574,Sad
489,349.5478,438.3598,371.892,0.003091,1.827375,838.458,2324.881,Sad
490,322.5876,395.6957,349.2276,0.002375,2.208063,808.8151,2603.196,Sad
491,313.2971,406.9104,341.8372,0.005211,2.4365,1009.484,2885.059,Sad
492,332.806,406.4994,352.4906,0.00222,2.131938,2878.789,4375.223,Sad
493,362.5357,420.789,380.2358,0.002106,2.588813,537.2058,2588.322,Sad
494,116.3832,349.4353,310.238,0.00267,2.512625,435.3145,2277.279,Sad
495,138.7954,593.6371,340.2996,0.011009,1.675125,1252.365,4552.964,Sad
496,316.5436,406.6837,338.8234,0.007391,2.055813,1654.768,4069.117,Sad
497,80.72707,375.1055,290.4845,0.001335,1.979625,1711.659,3836.819,Sad
498,326.0719,433.5355,351.2621,0.007604,2.284188,1740.709,3775.154,Sad
499,301.7489,375.8526,330.9512,0.003665,1.9035,1090.998,2913.294,Sad
500,309.9593,561.594,341.6107,0.008888,2.360313,1632.267,3606.064,Sad
501,102.6284,162.4292,136.7869,0.088012,2.38025,1102.097,2694.53,Angry
502,119.8753,173.2212,141.8054,0.054882,1.021438,989.9925,3321.596,Angry
503,112.4832,168.7458,142.4099,0.072632,1.752438,1836.584,3592.989,Angry
504,120.7232,166.9003,139.5791,0.051846,1.803188,166.0688,3162.968,Angry
505,117.2423,475,197.5386,0.053236,1.586813,218.7796,3343.241,Angry
506,100.1882,597.4339,151.0019,0.068972,1.042125,1438.428,4498.333,Angry
507,103.5993,567.5613,191.1251,0.109966,1.338938,2923.767,4565.936,Angry
508,113.3573,171.6298,142.3124,0.080973,1.278938,1922.213,2969.43,Angry
509,104.8833,488.86,140.1167,0.079944,2.1175,1511.615,3023.937,Angry
510,107.8453,167.3632,141.6241,0.096047,1.514688,1334.714,3105.771,Angry
511,105.5072,406.7397,145.4998,0.128099,2.2635,682.448,2724.413,Angry
512,134.1187,197.9787,166.5175,0.102302,0.985563,1122.204,2720.577,Angry
513,117.7462,171.464,136.8667,0.093085,1.875375,1700.504,3222.168,Angry
514,124.2761,229.431,162.1945,0.093617,1.586875,206.9574,2893.568,Angry
515,114.6327,197.9322,156.0109,0.019421,1.817938,254.0867,2556,Angry
516,132.6335,220.8848,166.1378,0.034089,1.586813,540.7811,2698.586,Angry
517,81.42142,163.687,134.1371,0.035224,1.658938,2801.155,4080.815,Angry
518,114.8043,200.4941,153.7271,0.027323,1.500438,1348.267,3831.387,Angry
519,151.7702,254.6456,211.6196,0.016168,1.659,3551.538,4852.755,Angry
520,105.364,202.1707,154.0087,0.053855,0.885188,2523.853,4907.597,Angry
521,118.1343,195.1115,140.5372,0.049576,2.019625,2458.248,3504.18,Angry
522,127.9011,208.9359,164.9283,0.016606,1.112875,2511.198,N/A,Angry
523,104.7219,166.3028,136.3719,0.033864,1.875375,981.3026,2871.733,Angry
524,113.1046,150.0891,128.3921,0.031059,2.308125,2410,3698.493,Angry
525,114.3171,209.3948,145.5466,0.037108,2.036125,2544.656,4230.607,Angry
526,81.43943,187.0199,139.3271,0.092529,2.38025,2196.052,4664.76,Angry
527,110.4449,193.0117,149.7985,0.127748,2.308125,1734.251,3604.673,Angry
528,103.0922,358.2571,161.7003,0.060119,1.825375,1185.769,2453.698,Angry
529,95.08277,236.6704,161.6668,0.045495,1.971438,1078.564,2869.711,Angry
530,117.0082,180.6302,146.0437,0.071348,2.38025,896.2033,2677.77,Angry
531,107.0079,187.1533,138.1006,0.073897,2.163875,1926.669,3648.934,Angry
532,117.7912,221.0302,159.4391,0.063223,1.659,1463.214,3988.821,Angry
533,108.5314,150.0721,125.432,0.025266,2.263563,938.8185,2925.234,Angry
534,108.8815,134.3357,121.2052,0.015426,2.044438,2111.152,3876.89,Angry
535,128.2774,207.4578,177.1952,0.041448,1.971438,1055.84,2894.559,Angry
536,101.4256,153.8011,132.4984,0.025044,2.09175,2494.543,4454.269,Angry
537,79.01667,598.7488,203.2278,0.0571,1.606375,2294.518,4375.366,Angry
538,108.6878,160.4344,126.7981,0.053675,2.019625,2388.801,4184.206,Angry
539,113.1241,500.0077,178.1151,0.063842,2.036125,1157.483,3779.739,Angry
540,141.0619,196.2835,168.6338,0.075735,1.80325,2320.971,4219.492,Angry
541,121.8389,167.7698,147.6863,0.09586,2.236,1954.134,3850.352,Angry
542,82.24633,230.2281,166.3855,0.059893,1.9475,1779.876,4508.453,Angry
543,124.6566,460.2399,234.2719,0.054646,1.875375,1565.892,2238.635,Angry
544,106.2524,199.2095,150.7111,0.01982,1.875375,2379.22,3098.208,Angry
545,139.5492,210.1842,173.9083,0.067982,1.473625,1994.099,4392.803,Angry
546,112.5992,258.3199,194.6859,0.02919,1.731063,2648.03,4085.189,Angry
547,106.3821,167.4761,138.4462,0.043333,1.875313,2232.387,4113.486,Angry
548,119.3082,179.4095,151.0879,0.022105,2.09175,2491.695,3507.756,Angry
549,113.6409,208.3986,166.9155,0.036142,1.842188,859.6123,3217.48,Angry
550,80.61005,194.8454,138.7396,0.024795,1.971438,3283.361,4931.518,Angry
551,82.73418,288.0711,233.1539,0.013947,60,1741.463,3729.738,Angry
552,81.96055,288.4683,170.9239,0.053367,60,253.3734,2409.706,Angry
553,134.905,310.1004,250.464,0.005256,60,1827.504,3978.61,Angry
554,164.7432,281.6691,227.6998,0.005922,60,1796.439,3758.098,Angry
555,133.7867,514.9448,241.3092,0.044575,60,2325.388,4576.738,Angry
556,159.7654,359.6021,289.5689,0.044058,60,2209.21,4432.892,Angry
557,132.3324,287.4184,229.5952,0.009934,60,1113.684,3116.201,Angry
558,147.8651,344.3068,297.9235,0.027122,60,1817.176,3322.874,Angry
559,197.5852,292.8486,253.7708,0.009751,60,1711.872,3724.124,Angry
560,108.8503,294.2507,195.7763,0.012547,60,1993.024,3974.41,Angry
561,94.1987,228.156,150.8456,0.002241,60,2193.547,4211.556,Angry
562,181.8483,374.6499,308.2707,0.02456,60,2086.408,4002.719,Angry
563,179.2163,315.9664,256.9336,0.025562,60,2145.703,4251.205,Angry
564,114.0934,305.9693,223.3971,0.013664,60,1850.919,3558.481,Angry
565,157.7508,365.1845,234.205,0.025121,60,1866.813,4215.531,Angry
566,132.7831,345.0898,293.5071,0.04598,60,1439.162,3061.883,Angry
567,83.90507,273.3139,136.753,0.04007,60,1073.636,2881.336,Angry
568,122.6622,284.8169,224.2316,0.016638,60,1786.989,3485.071,Angry
569,96.6719,236.6014,156.9214,0.003433,60,1253.805,3366.512,Angry
570,75.21671,224.7494,126.596,0.002412,60,1857.998,3569.157,Angry
571,150.3999,300.4003,248.0864,0.094132,60,1677.648,3394.595,Angry
572,129.8087,311.059,213.3652,0.027814,60,1307.712,3318.131,Angry
573,86.76871,237.7979,168.1002,0.045573,60,1388.093,3485.182,Angry
574,102.8028,299.2779,221.3814,0.057135,60,896.5571,2674.035,Angry
575,95.79392,335.9454,264.4204,0.074448,60,1631.371,3426.855,Angry
576,157.6182,587.7723,270.3474,0.114495,60,1390.725,3532.678,Angry
577,190.8502,515.5095,366.1687,0.123411,60,1119.074,3090.499,Angry
578,136.3537,326.3885,250.6389,0.030831,60,1766.125,3856.314,Angry
579,166.3038,321.3908,272.3492,0.049893,60,1682.929,3468.136,Angry
580,297.2819,375.9635,356.3033,0.07932,60,1332.815,3469.512,Angry
581,80.7177,282.0304,153.0969,0.029546,60,1375.416,3084.143,Angry
582,80.03383,242.6333,182.9739,0.017313,60,1291.861,3189.477,Angry
583,131.7123,311.3349,245.8932,0.055779,60,2040.752,4032.553,Angry
584,122.0442,138.4829,129.1519,0.01939,60,1834.799,3441.731,Angry
585,267.3059,396.5515,335.389,0.035276,60,1820.598,3440.285,Angry
586,79.71663,221.6023,146.1332,0.019756,60,1220.665,3273.736,Angry
587,163.8311,383.8469,306.0592,0.030884,60,2389.136,4080.361,Angry
588,85.62375,378.7477,285.6004,0.096548,60,2158.011,4390.802,Angry
589,86.5987,259.6566,155.5872,0.025365,60,1888.506,3395.209,Angry
590,173.8478,364.3292,311.1289,0.028966,60,1548.225,4336.635,Angry
591,91.5148,362.3602,292.1309,0.163576,60,803.0801,2476.788,Angry
592,86.14232,372.1367,299.6008,0.033588,60,1332.542,3321.366,Angry
593,79.7175,267.9947,155.0776,0.010614,60,1921.696,3343.92,Angry
594,101.6441,265.2824,157.0149,0.01803,60,1121.498,3448.619,Angry
595,116.1946,258.0134,211.6894,0.037543,60,656.9494,2507.063,Angry
596,158.6111,581.0542,240.832,0.091667,60,1965.605,4120.364,Angry
597,112.8371,223.6635,167.4039,0.003337,60,2113.519,N/A,Angry
598,86.56207,143.2953,114.64,0.040821,60,1454.837,3173.423,Angry
599,113.575,280.39,164.6775,0.08124,60,1383.764,3617.408,Angry
600,133.3516,289.7161,230.5811,0.078045,60,1365.821,3663.887,Angry
601,80.19354,345.5714,225.0935,0.043622,1.416438,2536.76,4935.909,Angry
602,146.1588,378.5501,268.2317,0.03949,1.31375,1111.573,2427.694,Angry
603,191.9417,399.9301,276.3644,0.047307,1.313813,2412.101,4150.077,Angry
604,279.1829,384.4655,342.6795,0.025311,1.067438,1324.65,4548.024,Angry
605,259.8015,537.9949,374.2872,0.042911,1.149625,2329.822,4581.309,Angry
606,154.4942,373.0795,287.4071,0.053378,1.067438,1196.871,2755.183,Angry
607,189.6117,431.5453,290.9693,0.024151,1.231688,1810.56,3887.905,Angry
608,154.5931,411.4594,313.7987,0.070293,0.739063,620.855,3981.2,Angry
609,298.3199,425.2212,358.0325,0.077584,1.149563,758.6381,3781.655,Angry
610,111.1434,562.8409,307.7886,0.080594,0.90325,1234.849,2519.792,Angry
611,139.1453,414.8791,264.893,0.063901,1.0675,922.4199,3437.274,Angry
612,163.6244,550.744,355.1098,0.255535,1.231688,1226.295,2953.685,Angry
613,213.0985,454.6309,322.3956,0.081797,1.395938,2238.492,4531.014,Angry
614,156.0188,423.8503,259.0654,0.156509,1.231688,2504.067,3875.332,Angry
615,154.8279,432.5721,258.7092,0.114015,1.067438,1022.045,3576.518,Angry
616,144.1385,489.3459,258.4609,0.137058,1.149563,1394.69,3432.297,Angry
617,147.5358,519.5631,311.9485,0.201561,1.313813,1340.727,3149.774,Angry
618,103.2162,410.2169,227.7864,0.059933,0.985375,1278.28,3098.834,Angry
619,190.1338,526.2128,323.9252,0.100756,0.985313,2496.631,4108.615,Angry
620,156.9202,413.0254,269.2577,0.061626,0.985375,2164.163,4553.396,Angry
621,84.29497,448.6421,309.6811,0.200519,1.149563,1164.965,2837.805,Angry
622,105.0387,477.917,284.7934,0.237881,0.90325,1319.479,3244.664,Angry
623,226.7474,438.0642,345.6751,0.186812,1.313813,1041.155,3827.577,Angry
624,221.4551,457.0852,394.8755,0.124737,1.395875,2002.235,4497.432,Angry
625,159.8431,540.4225,375.1607,0.180738,1.149563,1357.826,3445.159,Angry
626,131.5681,401.3274,207.8556,0.143607,1.067438,1835.645,4846.918,Angry
627,123.7315,423.5973,238.2355,0.065039,1.149563,946.2758,3967.66,Angry
628,302.2467,452.6939,372.2896,0.071081,1.149563,2082.93,4513.642,Angry
629,150.1249,380.5245,262.9535,0.076908,1.395938,3021.851,4549.245,Angry
630,156.8653,391.9844,219.0007,0.101432,1.313813,553.9602,3896.399,Angry
631,76.44744,409.1114,246.8975,0.132904,1.478063,1179.268,4828.624,Angry
632,133.0945,378.0901,258.287,0.05187,1.149563,904.2846,3825.271,Angry
633,154.6878,388.4935,297.1786,0.118044,1.149625,1230.853,3457.808,Angry
634,186.8278,412.0545,281.4096,0.115934,0.739,2451.292,4111.869,Angry
635,159.4684,417.459,299.2223,0.039713,1.478063,2069.284,4443.33,Angry
636,144.4642,383.4239,244.6455,0.090227,0.985313,2750.18,3206.624,Angry
637,157.7007,413.9648,258.0953,0.081557,1.067438,1735.673,4184.684,Angry
638,159.4825,494.6427,361.5773,0.172875,1.478063,1152.271,3773.081,Angry
639,89.54068,526.1531,318.3776,0.132098,1.64225,2734.617,3914.617,Angry
640,188.2569,389.1253,291.9766,0.072443,0.985375,570.1811,4134.565,Angry
641,132.2438,393.2136,243.1292,0.133184,1.31375,2603.129,4555.298,Angry
642,157.1344,524.2564,369.6133,0.173989,1.231688,1079.564,3054.826,Angry
643,316.6603,584.0208,439.2807,0.025148,1.31225,1819.228,3926.615,Angry
644,298.9252,455.8506,378.9692,0.075751,1.39425,500.7225,3094.903,Angry
645,269.3648,434.9457,381.9827,0.167639,1.312313,826.9339,3133.054,Angry
646,147.3209,439.0961,323.4242,0.080601,1.23025,2911.649,3821.972,Angry
647,152.9757,483.95,321.6498,0.105602,1.066188,1076.572,2623.896,Angry
648,137.0236,427.2448,260.271,0.055985,1.394313,534.7114,3326.482,Angry
649,75.51306,352.1953,247.6418,0.150843,1.31225,1144.835,3307.809,Angry
650,139.0216,378.6642,269.6498,0.134729,1.312313,1651.309,2586.653,Angry
651,184.537,278.1056,248.1092,0.111307,1.631375,1015.071,2960.246,Angry
652,163.8536,297.0696,260.2535,0.076247,2.437063,1961.829,3609.983,Angry
653,181.1855,320.3892,285.6841,0.041737,1.949688,2066.515,3661.931,Angry
654,222.4762,391.1516,313.1575,0.060216,2.437,844.5165,2737.792,Angry
655,218.8121,586.2028,298.0083,0.005216,3.168125,1783.455,4274.382,Angry
656,155.7098,335.9672,266.9263,0.051468,2.924438,2061.725,4203.35,Angry
657,243.7201,599.2821,374.0745,0.049768,2.437063,1120.551,2965.904,Angry
658,75.48679,359.2106,278.1102,0.091405,2.4675,751.751,2513.77,Angry
659,210.5384,381.6487,308.1841,0.052969,2.172188,1924.855,3792.53,Angry
660,154.4477,362.444,300.1321,0.063626,2.152063,1909.836,3976.616,Angry
661,162.0969,377.2319,294.7154,0.079465,2.274375,1863.895,4252.523,Angry
662,143.3748,299.8023,260.9505,0.091398,2.023938,1804.536,4189.13,Angry
663,200.8284,342.4991,270.4304,0.016635,2.42875,1364.929,3389.087,Angry
664,191.1754,299.1979,255.5194,0.020293,2.274375,2282.279,3960.872,Angry
665,153.6582,532.5044,287.8023,0.036429,1.806125,764.5602,2392.641,Angry
666,159.7677,311.1403,229.8493,0.033871,2.006813,1713.759,3679.291,Angry
667,159.0174,367.6639,285.2221,0.098253,2.125125,1198.052,3102.313,Angry
668,179.3949,330.9706,275.0833,0.045216,2.107125,1467.906,3382.221,Angry
669,248.7714,305.4089,283.2606,0.033034,2.023938,1516.209,3338.248,Angry
670,164.5143,331.9257,268.1676,0.020841,1.906438,3063.607,3485.728,Angry
671,148.8968,282.4724,236.0962,0.06773,2.125063,1919.896,4199.694,Angry
672,192.1078,331.875,285.9656,0.043288,2.006813,1989.153,3796.371,Angry
673,150.4661,319.9309,246.1355,0.059602,2.125125,711.7085,2418.761,Angry
674,194.9854,288.4831,244.8797,0.04304,2.408188,896.7783,3154.077,Angry
675,157.9636,315.2332,251.3119,0.127396,2.303563,1507.051,3737.762,Angry
676,213.2616,309.0222,275.166,0.119491,2.107188,1531.651,3278.049,Angry
677,178.1031,412.0483,297.7175,0.104055,2.5085,1554.897,3195.514,Angry
678,212.3572,366.6466,275.2373,0.040992,2.107188,1833.864,4528.174,Angry
679,151.9977,358.9114,259.4867,0.062254,2.3275,2024.177,N/A,Angry
680,224.3186,363.3536,309.6812,0.08542,2.307813,1566.523,4136.472,Angry
681,154.4659,350.4928,267.8456,0.13307,2.732313,766.1073,2402.099,Angry
682,80.71691,360.6765,276.9585,0.081426,2.408125,1557.498,3190.837,Angry
683,148.0229,335.6794,260.8697,0.132042,2.049188,1474.774,3065.124,Angry
684,317.3121,362.3889,337.0599,0.07155,1.806125,817.2544,2950.991,Angry
685,273.5923,403.8458,346.4814,0.046956,2.107188,1669.143,3333.057,Angry
686,150.2202,356.0358,273.5026,0.085774,2.257688,1463.462,3576.964,Angry
687,139.6812,374.3991,273.1695,0.107365,2.483438,1664.553,3349.848,Angry
688,145.4339,340.4397,271.4262,0.114939,2.483438,1871.914,3637.535,Angry
