sampleNumber,pitchMin,pitchMax,pitchAve,energy,duration,f0,f1,emotion
689,78.35062,441.0088,300.4677,0.080672,2.257688,2013.642,4023.067,Angry
690,158.775,504.4806,355.9379,0.108702,2.125125,1344.918,3242.445,Angry
691,100.3054,351.2631,298.4735,0.153732,2.307813,2088.704,4252.469,Angry
692,166.2363,305.7449,256.7835,0.07681,1.806125,1702.595,3572.4,Angry
693,360.306,425.7511,403.8198,0.039765,2.307813,1878.485,3787.478,Angry
694,222.283,594.7618,311.1653,0.084319,2.307813,2202.089,4542.115,Angry
695,229.3165,339.2535,299.0444,0.094988,2.307813,1820.946,4350.649,Angry
696,84.01935,379.3543,289.8164,0.125852,2.006813,746.3478,2476.028,Angry
697,152.7046,277.3325,243.9558,0.042143,0.974125,936.1964,1733.006,Angry
698,198.4963,340.489,274.7606,0.085409,2.859688,834.7786,3010.12,Angry
699,142.5861,316.6023,260.3375,0.143327,2.00675,1639.282,3308.053,Angry
700,150.3276,282.7073,228.3605,0.082424,2.201063,1784.198,3726.681,Angry
701,188.8326,283.0639,242.4381,0.081948,1.907625,2068.43,4010.484,Angry
702,194.2536,293.1694,252.399,0.087097,1.907625,1605.52,3391.663,Angry
703,190.9402,390.9813,271.7398,0.029489,1.755,1920.427,3649.484,Angry
704,194.6735,336.0999,259.2314,0.061447,1.983875,1028.588,3804.801,Angry
705,216.9414,371.085,307.4309,0.019007,1.831313,934.9114,2885.001,Angry
706,203.1989,383.4344,287.345,0.018482,1.907563,2772.866,4617.182,Angry
707,309.9485,451.5557,419.262,0.02701,1.755,2408.062,4352.492,Angry
708,186.6246,328.9527,255.1656,0.059968,1.755,2406.601,4507.801,Angry
709,191.25,345.1067,260.5718,0.086221,2.060188,928.7391,2316.173,Angry
710,201.2883,355.312,269.3789,0.025093,1.678688,1587.719,4364.468,Angry
711,162.9603,432.08,283.459,0.108353,1.755,2449.497,4240.601,Angry
712,199.9276,304.0357,252.7654,0.049687,1.983938,1480.777,2349.124,Angry
713,275.1873,380.4545,333.8528,0.016784,1.983938,2263.683,4447.306,Angry
714,181.1186,372.7352,277.1,0.01149,1.449813,1552.853,3401.838,Angry
715,169.3741,376.6522,288.2998,0.066795,1.907563,2444.943,4454.022,Angry
716,193.0987,432.0193,328.6501,0.089523,2.1365,1275.45,3830.933,Angry
717,218.2807,384.3165,292.7057,0.040394,1.678688,1761.781,3693.139,Angry
718,185.7142,395.0057,294.2169,0.037254,1.83125,243.4732,3203.336,Angry
719,287.6726,415.8207,345.2963,0.01798,1.526063,1665.21,3181.98,Angry
720,183.3916,485.7626,350.7408,0.019109,2.06025,1912.886,3722.975,Angry
721,179.9919,375.1316,257.9228,0.060025,1.602438,943.4442,2221.283,Angry
722,198.7183,408.9152,292.0998,0.030788,1.907625,2011.257,3688.047,Angry
723,189.0159,397.2956,263.0828,0.039214,2.212813,2242.898,4021.544,Angry
724,344.1299,444.7798,406.0422,0.012662,1.602375,1918.426,4077.228,Angry
725,152.2575,342.8177,245.4218,0.039706,1.755,2717.017,4463.253,Angry
726,198.2798,319.3477,258.4588,0.054009,1.83125,1709.55,2903.433,Angry
727,186.2514,340.4299,251.9161,0.014184,1.678688,262.0141,2871.605,Angry
728,178.0653,565.7217,273.8664,0.020832,1.678688,2150.06,N/A,Angry
729,182.4995,393.7606,298.2452,0.044254,2.060188,3050.413,N/A,Angry
730,211.7365,588.4549,314.1233,0.04098,1.907625,445.9468,3837.512,Angry
731,172.6201,322.349,262.0449,0.022023,1.526063,1306.602,1625.996,Angry
732,171.4495,357.8194,283.4011,0.042168,1.907625,1424.493,3573.711,Angry
733,99.98876,314.5125,248.3745,0.026546,1.83125,2182.318,2911.282,Angry
734,281.8389,338.0334,309.6948,0.012603,1.907625,1775.564,3427.771,Angry
735,227.5594,439.6107,319.6458,0.026962,1.755,1167.969,2331.119,Angry
736,168.7295,376.8584,296.4038,0.050067,1.831313,974.0093,3003.944,Angry
737,167.1307,375.7102,294.4229,0.067918,1.526125,1868.78,3487.932,Angry
738,153.7992,351.5263,268.2288,0.063465,1.678688,2336.693,4790.852,Angry
739,192.7482,391.2585,294.6517,0.079044,1.754938,2103.017,4033.174,Angry
740,206.994,477.1324,328.6308,0.011426,1.83125,2492.545,4074.608,Angry
741,188.3967,386.4237,304.3102,0.075376,1.602375,1700.829,3372.476,Angry
742,80.64918,419.0717,307.1933,0.065907,1.659625,2947.089,4848.557,Angry
743,232.0267,418.7282,356.5352,0.018062,1.678688,2271.962,3971.103,Angry
744,191.5962,439.3538,310.9035,0.047164,1.602375,277.6372,2870.744,Angry
745,201.8346,337.9697,290.6248,0.111313,1.602375,2224.206,3693.128,Angry
746,181.9233,360.9465,288.1302,0.047733,1.602375,2137.9,3856.264,Angry
747,163.3624,339.1663,256.4016,0.031831,1.3735,1119.528,2731.94,Angry
748,178.2753,398.469,268.6077,0.042234,1.831313,1184.79,2075.965,Angry
749,167.0162,381.1758,297.3693,0.064524,1.373438,1117.359,2149.106,Angry
750,162.6369,365.6168,273.4453,0.101059,1.602375,3678.911,4401.177,Angry
751,133.7637,162.6393,151.5145,0.024602,1.916,878.5464,2988.243,Fear
752,116.5586,529.4193,180.235,0.020555,2.086188,994.1065,2978.678,Fear
753,149.2201,519.0033,180.3911,0.014559,1.7385,1854.274,4206.889,Fear
754,145.2203,201.0762,175.45,0.033114,1.999313,1888.844,3914.673,Fear
755,122.3458,185.1733,149.0174,0.013911,1.651625,1993.431,3540.523,Fear
756,132.7348,192.1536,171.1987,0.020708,2.260063,1216.073,3447.037,Fear
757,149.1564,595.2164,255.6652,0.026109,2.260063,1738.02,4092.029,Fear
758,90.32082,237.1717,171.8602,0.0295,2.173125,306.7484,2440.775,Fear
759,175.6399,207.7382,189.8446,0.023079,1.651563,1242.812,2652.59,Fear
760,152.602,197.2664,182.0972,0.024118,1.931188,1018.111,2708.932,Fear
761,150.6703,205.0594,175.3244,0.027755,2.086188,1263.788,3592.922,Fear
762,116.4379,188.2441,166.8261,0.032978,1.564688,285.44,2210.356,Fear
763,86.94904,203.9846,156.4876,0.017765,1.7385,238.1479,2808.466,Fear
764,124.0073,198.8774,168.621,0.021458,1.39075,2398.322,4895.392,Fear
765,148.4912,437.3648,202.5948,0.021686,1.912313,239.1506,2635.684,Fear
766,155.1368,252.8476,181.9325,0.02205,1.825375,1062.527,4412.273,Fear
767,157.6158,206.2894,181.9383,0.012288,1.99925,2488.097,4580.711,Fear
768,140.1143,197.3808,182.437,0.016247,1.47775,277.3161,2554.951,Fear
769,129.5356,217.781,177.1746,0.011304,1.564688,2889.548,3919.117,Fear
770,153.2519,205.1084,181.8933,0.030786,1.580063,148.3854,2590.832,Fear
771,90.50572,226.8123,181.9077,0.034212,1.477688,412.6314,2401.907,Fear
772,80.07982,277.7819,200.1185,0.012479,1.390813,1282.493,3042.389,Fear
773,81.05223,207.1552,181.0319,0.019491,1.651563,1639.307,4329.386,Fear
774,85.33004,241.8669,190.9254,0.022497,1.825438,483.8759,2376.703,Fear
775,128.5993,268.4558,188.7952,0.0296,1.7385,2607.339,4833.387,Fear
776,88.72185,271.9993,165.0942,0.031855,1.912375,1023.854,3336.227,Fear
777,75.97318,217.6869,173.227,0.01599,1.7385,2009.71,4509.421,Fear
778,157.4375,236.0062,205.5723,0.018455,1.7385,437.3039,2396.914,Fear
779,171.5474,254.0052,211.9998,0.027141,1.7385,2736.624,4445.607,Fear
780,75.51885,221.4196,183.0002,0.01501,1.580063,346.6826,2823.878,Fear
781,152.3227,228.261,186.0269,0.017149,1.912375,1078.276,2541.625,Fear
782,161.0166,238.4037,186.5691,0.022509,1.47775,725.2428,3383.062,Fear
783,147.0042,229.3692,186.6501,0.018042,1.99925,969.8197,3046.463,Fear
784,157.2652,198.1488,175.3319,0.015291,1.999313,1121.218,3931.932,Fear
785,88.61902,271.2668,231.3015,0.042327,1.651563,242.1021,2086.495,Fear
786,81.91412,525.299,200.6409,0.009485,1.564688,641.879,2035.552,Fear
787,155.5386,503.5929,223.072,0.012354,1.47775,184.2956,2271.845,Fear
788,162.0978,216.7167,189.4543,0.017638,1.651563,722.0206,3074.001,Fear
789,165.5623,188.6686,176.5395,0.03297,1.651563,633.2343,2758.889,Fear
790,194.3536,270.808,220.7901,0.010938,1.755688,2502.804,4684.411,Fear
791,170.0241,231.2335,202.1557,0.019004,1.825438,1942.866,4246.88,Fear
792,159.6724,204.4407,175.62,0.014484,1.651563,584.3705,1950.476,Fear
793,177.8717,268.92,202.0843,0.013743,1.825438,1818.02,3963.488,Fear
794,154.4715,196.2324,175.2589,0.012849,1.912375,1551.428,3751.814,Fear
795,159.9755,466.8367,202.0013,0.027419,1.390813,502.7916,2466.774,Fear
796,207.3119,249.7462,227.6455,0.0188,1.7385,2685.887,4792.981,Fear
797,118.7762,172.7258,148.9609,0.022269,1.564688,854.4666,3351.717,Fear
798,171.4735,592.6146,218.4402,0.019054,2.086188,693.1389,3584.001,Fear
799,165.2828,271.4069,208.8678,0.021356,1.825438,1879.01,3855.806,Fear
800,147.3226,387.6925,172.1222,0.012744,2.282375,3062.338,5306.241,Fear
801,202.9681,277.911,256.2766,0.056517,0.966688,2128.929,3916.481,Fear
802,195.5049,552.8543,280.8871,0.069141,1.23675,939.0705,2409.388,Fear
803,198.7296,301.2652,263.7714,0.010152,0.927563,1057.777,2156.94,Fear
804,242.7805,350.9605,307.5101,0.059866,0.530063,556.4501,2900.571,Fear
805,229.1643,373.8512,295.6066,0.026473,1.0235,992.3179,2650.575,Fear
806,181.746,335.7836,262.1547,0.013993,0.909813,2490.27,4276.858,Fear
807,224.4419,377.1838,286.5361,0.018625,0.959563,936.4154,3805.51,Fear
808,81.11618,317.0208,263.1306,0.031072,1.343375,1255.489,1952.359,Fear
809,221.5694,306.3468,280.0212,0.027012,1.031563,651.9507,3401.491,Fear
810,174.9284,292.9415,250.719,0.009548,1.0235,960.6341,2899.931,Fear
811,183.803,336.835,278.664,0.026409,0.959563,942.7794,3483.766,Fear
812,186.7265,320.7124,264.512,0.032548,0.895563,1057.747,2802.503,Fear
813,222.0164,332.7007,292.5067,0.033984,1.23675,1431.504,3574.215,Fear
814,184.0894,283.5525,241.8716,0.009821,1.247438,943.1767,3322.905,Fear
815,182.2721,338.106,248.2434,0.010886,0.909813,802.6786,3153.98,Fear
816,172.2471,342.8939,295.5166,0.029121,1.108813,1081.435,2555.458,Fear
817,82.64027,408.6934,326.8601,0.078569,1.1515,917.8645,2788.185,Fear
818,250.2831,298.9537,278.7511,0.012896,0.831625,1100.336,2919.622,Fear
819,293.0436,357.8476,328.3826,0.023962,1.066125,938.2157,2624.612,Fear
820,164.4597,302.107,246.6156,0.003509,1.194125,2527.605,3876.314,Fear
821,194.8388,327.8658,282.4221,0.041569,1.0235,1235.105,2573.332,Fear
822,294.4774,342.6574,318.2626,0.036006,0.852938,1171.407,2377.666,Fear
823,233.0723,315.5141,268.503,0.029561,1.108813,168.2526,2606.827,Fear
824,253.5578,329.3676,297.6372,0.041648,1.492625,1712.126,3795.09,Fear
825,190.4136,334.3147,272.449,0.043247,1.108813,1138.797,2434.286,Fear
826,206.3472,320.7495,251.3497,0.01008,1.194125,478.9237,2715.078,Fear
827,182.9407,365.3111,273.6906,0.015485,1.0235,1236.351,2610.108,Fear
828,189.6441,355.0054,298.3085,0.040283,0.980875,1819.357,4031.991,Fear
829,173.8609,303.6695,252.1618,0.012737,1.066188,2016.68,4278.348,Fear
830,275.3879,337.7079,316.9286,0.051108,1.0235,981.9769,2028.275,Fear
831,166.6581,295.1981,244.543,0.013696,0.980875,546.5037,1537.086,Fear
832,186.6258,493.6353,319.2058,0.048999,1.194125,966.5905,3319.025,Fear
833,164.1319,309.06,258.1019,0.023065,0.852938,958.1955,2136.909,Fear
834,279.4889,352.8273,328.5639,0.042896,0.852938,1332.314,2967.064,Fear
835,271.3804,345.0708,309.9301,0.022886,1.066188,390.529,2871.971,Fear
836,89.14803,391.1719,296.4643,0.027586,0.938188,709.1451,2262.151,Fear
837,183.056,352.2594,283.6273,0.023778,0.93825,730.2649,1798.785,Fear
838,168.4614,324.8173,270.1296,0.01383,1.13725,1789.649,4029.677,Fear
839,174.1674,478.2695,284.288,0.009013,1.0235,613.3159,2716.796,Fear
840,272.3156,410.5004,319.9819,0.005874,1.0235,1266.366,2915.343,Fear
841,99.39188,311.4273,240.4925,0.030771,0.93825,1119.802,2716.332,Fear
842,181.5792,338.3746,279.7205,0.019899,1.066125,954.8873,2491.297,Fear
843,296.7911,371.5661,347.7823,0.010143,1.194063,2526.38,4503.641,Fear
844,291.9557,377.6166,344.6952,0.020053,1.13725,444.0672,2775.443,Fear
845,235.5038,322.916,293.2109,0.031874,1.279438,766.4289,3166.1,Fear
846,210.2722,394.789,319.6085,0.012938,0.980875,1095.421,2863.648,Fear
847,163.7902,317.9143,257.6997,0.016235,0.980875,1625.005,4368.18,Fear
848,288.8629,348.4542,320.9079,0.0301,1.0235,1222.96,3227.86,Fear
849,216.4774,344.5803,302.8979,0.02189,1.1515,932.208,2399.381,Fear
850,199.7616,304.7023,267.7571,0.02138,1.592188,936.5125,2539.771,Fear
851,183.5947,333.3782,259.5185,0.006607,1.476313,1003.344,2002.909,Fear
852,174.4577,273.3165,252.8683,0.017322,1.06625,747.8745,3493.127,Fear
853,199.6843,305.3798,271.9087,0.006478,1.06625,1482.524,3413.181,Fear
854,228.8671,519.6194,284.2774,0.009069,1.421625,692.4022,2709.768,Fear
855,247.9565,396.5649,312.3067,0.011217,1.312313,1682.176,3600.177,Fear
856,170.3884,319.3347,274.354,0.00715,1.23025,682.1747,2366.519,Fear
857,111.404,351.8444,262.3439,0.012395,1.558375,2414.245,4465.46,Fear
858,190.5444,306.8981,268.9021,0.00491,1.14825,697.7105,3410.678,Fear
859,221.0898,420.1689,336.8985,0.028209,0.820188,916.04,3090.94,Fear
860,228.4659,523.2305,379.6582,0.006601,1.14825,820.0421,2458.038,Fear
861,200.2404,370.3082,308.7903,0.006757,1.476313,982.369,4310.677,Fear
862,302.5754,363.9071,335.5704,0.04918,1.312313,1727.971,3848.053,Fear
863,258.5493,353.9962,331.9071,0.023896,1.312313,2392.179,4477.37,Fear
864,228.2256,299.1214,269.9857,0.003795,1.394313,259.0559,3249.793,Fear
865,235.9328,588.6779,314.4517,0.002114,1.31225,383.2116,3006.466,Fear
866,197.7208,391.8833,296.1805,0.009897,1.476313,572.8353,3930.686,Fear
867,312.8874,497.8233,376.6016,0.008563,1.066188,888.7537,3383.645,Fear
868,157.0571,324.1961,294.2079,0.008672,1.06625,764.9729,2614.078,Fear
869,290.728,481.199,324.6152,0.008583,1.23025,2625.003,3888.28,Fear
870,216.616,333.4466,293.7708,0.008965,0.820188,287.2462,2530.34,Fear
871,176.3033,325.4972,279.0179,0.0323,1.722375,318.8101,3366.593,Fear
872,296.4351,485.5139,417.1575,0.018098,1.23025,912.1209,2756.648,Fear
873,245.5888,347.7184,292.4986,0.021816,0.984188,1463.226,4170.547,Fear
874,292.1688,407.3548,355.175,0.029143,1.394313,362.9605,2644.041,Fear
875,248.2606,461.2271,357.8831,0.108192,1.558313,681.8079,2553.853,Fear
876,282.8371,417.5874,328.1625,0.01828,1.640313,181.0754,1803.53,Fear
877,228.4323,504.0498,380.534,0.046729,1.394313,693.8104,2938.057,Fear
878,224.2697,398.4052,312.0614,0.008626,1.23025,1455.766,3314.719,Fear
879,229.7051,344.6282,287.2855,0.007457,1.640375,2385.387,4496.402,Fear
880,284.9593,368.1832,319.7725,0.010648,1.31225,746.826,3665.062,Fear
881,211.4883,452.0984,343.007,0.018672,1.476313,2039.187,4206.814,Fear
882,191.9498,456.8898,325.7491,0.023492,1.14825,723.359,3293.76,Fear
883,195.4298,523.5051,375.9743,0.032849,1.31225,536.6204,2635.94,Fear
884,311.253,411.5808,338.3466,0.023303,1.06625,989.3499,3574.334,Fear
885,405.5345,507.7607,475.2997,0.002974,1.722375,757.8132,3303.293,Fear
886,288.4788,554.7597,452.7537,0.005233,1.394313,574.7736,2787.316,Fear
887,263.2679,457.2799,350.9755,0.006665,1.476313,792.6689,4063.957,Fear
888,227.5644,381.8828,302.0874,0.011771,1.722375,2120.105,4695.748,Fear
889,202.8736,427.778,313.5606,0.015728,1.886438,1594.109,2926.553,Fear
890,112.1017,421.4306,336.2161,0.006848,1.14825,441.2368,2360.761,Fear
891,240.1829,368.981,315.5614,0.056205,1.722375,1845.014,4001.863,Fear
892,261.0298,340.5625,300.6763,0.017297,2.2145,2235.604,4255.085,Fear
893,313.454,370.7184,339.8845,0.001397,2.1325,2234.196,4106.559,Fear
894,267.4372,357.8732,315.2719,0.011718,2.2965,2417.944,4850.936,Fear
895,216.7324,500.7896,317.44,0.083061,1.968438,1306.54,4732.888,Fear
896,239.8107,479.3741,349.7174,0.010873,1.640375,1365.27,4150.246,Fear
897,163.2198,344.6182,272.4442,0.011349,1.31225,366.6507,1751.418,Fear
898,270.0214,318.459,292.5925,0.017963,1.476313,1087.706,3064.561,Fear
899,232.4387,386.7814,285.9887,0.007386,2.542563,1939.373,3764.645,Fear
900,200.8819,371.0013,280.4832,0.016126,1.476375,818.1008,3882.224,Fear
901,262.8866,326.8874,287.1434,0.005343,1.249688,926.9065,2677.291,Fear
902,251.0679,330.5829,302.6139,0.006426,1.847375,777.7047,2765.081,Fear
903,311.2646,444.7597,373.5506,0.004032,0.875688,2500.194,4491.131,Fear
904,351.8703,457.0183,404.985,0.021229,1.141,772.6408,3636.239,Fear
905,291.5716,393.5206,344.6797,0.013137,1.086625,1420.904,3928.205,Fear
906,205.8136,400.6561,309.1906,0.007489,1.141,1032.286,2073.222,Fear
907,287.1892,558.7031,366.4684,0.068693,1.786625,2053.326,4079.225,Fear
908,325.2691,407.7322,362.9249,0.028938,2.146625,1036.663,2480.146,Fear
909,342.0963,401.4042,369.5696,0.030695,1.666625,188.793,2178.138,Fear
910,372.8924,440.8185,407.3919,0.015909,0.940125,837.7531,2479.264,Fear
911,304.2135,399.9485,352.471,0.01271,1.086688,939.6507,3951.044,Fear
912,363.3014,575.5421,391.272,0.030505,1.141,1099.193,1359.551,Fear
913,304.3291,383.4262,352.799,0.006577,1.467,852.7777,3198.054,Fear
914,263.2031,416.7742,328.2463,0.007429,1.304063,316.5926,2802.137,Fear
915,310.2992,421.5129,362.8756,0.001901,1.141,906.8476,1396.351,Fear
916,320.9253,590.9422,371.8647,0.007815,1.826625,1201.111,4072.031,Fear
917,315.295,400.6433,363.9646,0.001815,1.195313,1055.667,2558.772,Fear
918,297.4183,590.4444,365.2663,0.000557,1.304063,775.0197,2189.85,Fear
919,251.7814,333.8302,310.5224,0.003796,0.91625,823.6663,2851.51,Fear
920,284.8427,372.4393,334.5995,0.001548,0.86975,329.2196,2658.097,Fear
921,291.0506,541.0785,362.1817,0.070138,1.896563,326.3715,3200.993,Fear
922,146.8585,327.489,260.9015,0.000706,1.355438,1702.998,3841.033,Fear
923,258.7702,374.6387,347.9152,0.008812,1.170625,1223.02,1786.587,Fear
924,317.997,392.2117,341.9136,0.003883,1.218313,395.8333,2636.27,Fear
925,207.5285,253.9976,238.9588,0.000969,1.099625,1668.454,3762.909,Fear
926,247.1323,310.3429,286.6519,0.007718,1.109,1131.847,3093.229,Fear
927,250.9796,363.3472,316.7428,0.006627,1.601875,586.4671,4050.927,Fear
928,271.4318,317.2734,295.6082,0.002756,1.170625,3060.459,4173.168,Fear
929,231.2166,337.9922,291.9445,0.001349,1.293813,2357.507,4058.141,Fear
930,278.6305,418.1978,358.135,0.009535,1.232188,474.4786,2917.932,Fear
931,258.3674,352.5122,323.579,0.008243,1.078438,716.0173,978.9322,Fear
932,235.7583,359.2161,320.6661,0.004529,1.078438,1058.819,3927.921,Fear
933,224.6668,332.0082,289.2232,0.00136,1.191938,2120.021,4412.74,Fear
934,279.938,425.5234,378.1021,0.001885,1.36225,449.601,2696.017,Fear
935,355.5911,399.4927,378.8739,0.001248,1.135188,425.2565,3019.546,Fear
936,253.1006,477.4049,387.7249,0.008505,1.135188,985.3378,2266.574,Fear
937,239.0472,469.8768,378.6355,0.011023,1.135188,834.5437,2315.221,Fear
938,298.3237,401.4223,371.16,0.001592,1.135188,235.9138,2208.956,Fear
939,277.9463,376.5552,345.055,0.002202,1.362188,1484.756,3391.489,Fear
940,326.7935,374.6662,347.3767,0.000518,1.191938,909.4932,4293.243,Fear
941,231.3155,383.8961,331.2783,0.003027,1.005125,1051.14,3203.742,Fear
942,331.0152,423.678,358.2386,0.001594,1.123375,880.8061,2380.425,Fear
943,348.0088,421.9692,386.4192,0.000759,1.359875,1544.21,2987.449,Fear
944,330.8763,375.765,362.5408,0.00194,1.359875,1461.597,3308.674,Fear
945,291.0393,374.7508,337.165,0.002584,1.06425,1534.108,2377.058,Fear
946,131.5383,311.0168,212.991,0.000197,1.1825,2403.481,3973.281,Fear
947,288.4817,379.0116,338.4293,0.003582,1.1825,1138.39,2223.382,Fear
948,268.1588,321.8227,299.0715,0.001685,1.241625,1497.12,3565.416,Fear
949,295.7797,308.335,302.7216,0.000375,1.241563,797.3308,3196.73,Fear
950,202.8428,302.4003,263.7098,0.003817,1.1825,795.8282,2068.084,Fear
951,133.3665,524.4533,286.7329,0.092041,1.6805,1541.31,3392.416,Fear
952,291.7164,487.1004,365.6797,0.017027,2.138813,1653.966,4029.513,Fear
953,265.9482,498.4794,383.8428,0.098031,1.947813,1491.453,3596.614,Fear
954,351.8067,593.0423,433.5776,0.054507,1.83325,1955.103,4157.635,Fear
955,399.8831,431.1716,415.8568,0.002763,1.83325,2498.077,4796.781,Fear
956,383.9085,539.7328,445.6041,0.010226,1.604125,1340.986,3248.209,Fear
957,398.1225,584.2969,482.7014,0.017013,1.947813,2762.202,4861.337,Fear
958,412.6841,556.1372,487.3243,0.056929,1.718688,427.5156,2545.257,Fear
959,321.5719,466.0356,403.3413,0.097536,2.062438,1461.84,3177.372,Fear
960,416.3437,551.0838,463.8269,0.088482,2.23425,1402.492,3690.421,Fear
961,396.3335,567.3006,478.47,0.111012,1.83325,764.6863,2726.271,Fear
962,257.7884,581.5616,497.2304,0.16815,1.546813,617.9257,2557.565,Fear
963,417.9871,559.1766,468.1176,0.043522,2.119688,2140.605,4459.911,Fear
964,352.3502,483.4273,425.8391,0.058384,2.062438,1485.696,3662.053,Fear
965,114.3262,598.1013,351.0358,0.146058,1.776,1598.52,3425.727,Fear
966,280.1272,508.0263,429.841,0.068793,1.661375,930.7798,3985.978,Fear
967,246.321,574.3093,443.2516,0.07762,1.546813,1358.506,1447.348,Fear
968,413.3067,598.1891,521.7724,0.111425,1.661375,1789.228,4207.188,Fear
969,282.2722,537.7343,391.1112,0.05903,1.718688,682.6728,2965.664,Fear
970,278.4931,565.1173,378.6037,0.067489,1.43225,600.0226,3018.313,Fear
971,399.8561,595.1509,477.2324,0.047066,1.718688,1670.988,3473.53,Fear
972,199.6044,571.9681,455.4416,0.055273,1.83325,2077.027,3569.186,Fear
973,373.4832,532.7572,435.9376,0.034956,1.8905,2172.11,4040.253,Fear
974,425.034,577.0285,465.537,0.037258,2.062438,462.9837,2813.442,Fear
975,327.7118,476.1639,379.7188,0.085848,2.215188,645.7124,3142.724,Fear
976,374.3848,589.4825,436.3177,0.154461,1.546813,899.452,2884.111,Fear
977,432.1505,591.016,485.7936,0.25076,1.718625,2595.536,4346.837,Fear
978,470.4421,540.2934,507.9714,0.07183,1.83325,1925.83,2857.65,Fear
979,309.5387,556.423,440.1177,0.053122,1.43225,2913.883,4447.372,Fear
980,393.1443,495.167,451.5811,0.237935,2.005125,666.283,2222.936,Fear
981,307.0925,569.6684,434.6739,0.104552,1.4895,418.4288,2212.622,Fear
982,373.0738,585.3012,463.9904,0.087546,2.52075,502.0073,1532.877,Fear
983,286.535,464.4584,418.5007,0.141253,1.947813,966.2087,2928.609,Fear
984,471.9625,577.8891,519.4998,0.088259,2.177,1134.172,2756.641,Fear
985,454.1325,596.2194,516.3595,0.112546,1.890563,998.8336,2902.516,Fear
986,337.2102,576.0868,452.4829,0.137864,1.718688,627.5169,2558.163,Fear
987,246.665,462.9556,368.3337,0.088299,1.084625,825.2276,2489.128,Fear
988,316.8663,581.7372,479.4369,0.185098,1.776,782.1363,3053.269,Fear
989,310.5853,599.3954,458.3541,0.192235,1.718688,1482.513,3802.156,Fear
990,317.74,591.8274,495.6156,0.145141,1.604125,681.8927,1948.44,Fear
991,393.2141,540.3619,440.1518,0.183277,2.005125,1576.933,3517.762,Fear
992,320.5213,581.0671,450.3475,0.234194,2.062438,2028.67,4178.019,Fear
993,434.187,568.8043,527.1976,0.111227,1.718688,2218.328,4667.217,Fear
994,77.00489,579.955,403.2833,0.117675,1.847625,507.2809,2557.93,Fear
995,394.2954,488.7218,443.4129,0.159321,1.546813,2027.561,4550.565,Fear
996,263.7813,426.6424,353.57,0.110566,1.83325,2002.492,3411.027,Fear
997,420.2586,599.0518,501.2282,0.072079,2.119688,1961.595,4277.173,Fear
998,305.1056,507.7936,446.4778,0.101473,2.177,2100.418,3665.698,Fear
999,239.216,442.1602,324.0568,0.105952,2.807188,1733.3,2949.889,Fear
1000,389.854,520.8019,452.5843,0.057229,2.348875,2793.591,4211.443,Fear
1001,280.607,541.6857,342.5826,0.039339,1.28475,1143.237,2044.432,Surprise
1002,201.0396,593.5617,430.2286,0.044566,1.435875,238.4724,2547.754,Surprise
1003,237.0082,594.5367,430.6614,0.045617,1.5115,407.5182,2679.996,Surprise
1004,288.3259,590.3194,473.3313,0.04606,1.662625,843.7845,2678.626,Surprise
1005,188.9934,530.7305,299.5727,0.046889,1.587125,258.9481,2799.287,Surprise
1006,209.3597,598.1299,334.4789,0.04873,1.662688,2354.775,4530.882,Surprise
1007,265.9778,561.482,408.3133,0.048082,1.662625,2538.152,N/A,Surprise
1008,201.6044,540.5031,341.3232,0.039444,1.28475,2094.668,3942.104,Surprise
1009,258.4961,446.5785,305.6357,0.046407,1.5115,2293.526,4248.277,Surprise
1010,301.2278,599.5875,454.0519,0.043607,1.435875,946.1609,2328.305,Surprise
1011,218.1903,597.9501,391.4803,0.04871,1.587063,330.5168,2462.967,Surprise
1012,206.8188,573.6076,415.6937,0.040962,1.360375,858.2325,2020.027,Surprise
1013,237.687,597.9762,430.2424,0.043811,1.5115,2081.152,4165.003,Surprise
1014,228.4535,546.5435,431.6758,0.04774,1.587063,2320.158,5096.712,Surprise
1015,106.5774,598.4696,376.2479,0.045641,1.587063,2953.01,N/A,Surprise
1016,137.2386,525.2636,336.8265,0.039654,2.040563,889.9078,3850.101,Surprise
1017,235.586,598.0411,422.3151,0.039604,1.435875,2029.776,3503.641,Surprise
1018,241.2904,484.5892,303.3289,0.041743,1.587063,288.9649,2602.649,Surprise
1019,384.7863,566.5079,503.43,0.041152,1.435875,649.6052,2749.753,Surprise
1020,300.8264,599.9964,439.8418,0.044349,1.524438,2679.768,N/A,Surprise
1021,214.9345,520.9851,302.2007,0.070199,1.662688,2397.571,2517.223,Surprise
1022,224.4824,581.354,469.1513,0.056518,1.28475,1077.374,3713.951,Surprise
1023,308.7918,496.6178,406.781,0.056096,1.662688,1600.653,4018.809,Surprise
1024,237.8963,506.7037,419.9919,0.068574,1.813813,622.2926,3735.934,Surprise
1025,335.3381,575.9259,461.7734,0.038337,1.284813,1591.399,4227.324,Surprise
1026,237.8957,558.8398,461.2528,0.040705,1.360375,897.8169,2231.819,Surprise
1027,225.3219,542.2312,401.8196,0.067324,1.5115,360.6818,2406.505,Surprise
1028,224.9917,497.861,302.6167,0.040671,1.360313,2813.215,4372.46,Surprise
1029,205.3733,585.5024,308.908,0.040088,1.524438,2032.887,4064.943,Surprise
1030,226.5499,438.6202,321.5653,0.041109,1.5115,332.0457,2481.224,Surprise
